"nombre_ie","cod_local","cod_modular","nivel","modalidad","distrito","rei","nombre_director","estado"
"ARNOLD GESSEL","294192","1046077","inicial_jardin","EBR","ATE","SIN REI","FATACCIOLI LUCAR MARGARITA","active"
"SAN MARTINCITO","294088","1046085","inicial_jardin","EBR","ATE","SIN REI","EVANGELISTA ROSADO ESTHER GLADYS","active"
"BELEN","293376","1046119","inicial_jardin","EBR","ATE","SIN REI","CASTILLO ALBA ROSA MARIA","active"
"CARITAS FELICES","294210","1046150","inicial_cuna_jardin","EBR","ATE","SIN REI","AGUILAR GALVEZ RAELENE JULISSA","active"
"JESUS PASTOR","292862","1046176","primaria","EBR","ATE","SIN REI","LAZO LUDEÑA ROBERTO MICHAEL","active"
"EDUARDO PALACI","294314","1046184","secundaria","EBR","ATE","SIN REI","MAYURI VALLEJOS ROCIO KARIN","active"
"CARLOS AUGUSTO SALAVERRY","292715","1046192","inicial_jardin","EBR","ATE","SIN REI","SOLORZANO VILLEGAS NELLY MARGARITA","active"
"SANTA INES","294045","1046200","inicial_jardin","EBR","ATE","SIN REI","SANCHEZ MORENO MALDONADO GLADYS EUFEMIA","active"
"JOHN DALTON","293946","1046218","primaria","EBR","ATE","SIN REI","MALDONADO TAIPE HEDY GRACIELA","active"
"EL PARAISO","293201","1046226","secundaria","EBR","ATE","SIN REI","VILCHEZ CORDOVA OLIVIA CONSUELO","active"
"JOHANN FRIEDRICH HERBART","292876","1046259","primaria","EBR","ATE","SIN REI","CUEVA BENITES MIGUEL EDUARDO","active"
"FRATERNIDAD UNIVERSAL","292800","1046267","secundaria","EBR","ATE","SIN REI","EVANGELISTA RICCI CESAR PABLO","active"
"JOHN F. KENNEDY","292881","1046291","primaria","EBR","ATE","SIN REI","GRADOS CARNERO HERNAN EDILBERTO","active"
"EL GRAN MAESTRO","294328","1046317","inicial_jardin","EBR","ATE","SIN REI","HILDA MASQUEZ BOHORQUEZ","active"
"SANTISIMA VIRGEN DE COCHARCAS","293140","1046325","inicial_jardin","EBR","ATE","SIN REI","CASTILLO ROMERO VILMA","active"
"JOSE OLAYA","294470","1046333","primaria","EBR","ATE","SIN REI","TORRES BLAS ELIAS","active"
"JAVIER HERAUD","293480","1046341","secundaria","EBR","ATE","SIN REI","BARRIOS CONDOR RICHARD MARCK","active"
"SEMILLAS DEL FUTURO","293296","1046358","inicial_jardin","EBR","CHACLACAYO","SIN REI","MUÑOZ ALMONACID DE SALAZAR OFELIA MIRIAM","active"
"JESUS MI BUEN PASTOR","294489","1046374","primaria","EBR","ATE","SIN REI","MARGARITO TRUJILLO LIDIA","active"
"JOHN DALTON","293946","1046382","secundaria","EBR","ATE","SIN REI","MALDONADO TAIPE HEDY GRACIELA","active"
"MAESTRO DIVINO","294494","1046432","secundaria","EBR","ATE","SIN REI","MACHUCA ARRIETA ZENOBIA","active"
"MARISCAL RAMON CASTILLA","294007","1046515","secundaria","EBR","ATE","SIN REI","FLORES QUINTANILLA JULIO CONSTANTINO","active"
"CIENTIFICO ISAAC NEWTON","292937","1046556","secundaria","EBR","ATE","SIN REI","ROBLES PICHO BETZABE BERTHA","active"
"NUESTRA SEÑORA DEL PERPETUO SOCORRO","292980","1046630","secundaria","EBR","ATE","SIN REI","PRADO ARCIBIA YANETH GLADYS","active"
"NUESTRA VIRGEN DEL ROSARIO","292999","1046671","secundaria","EBR","ATE","SIN REI","ZELAYA VILCA ROBERTO","active"
"ROSA VICTORIA MARTICORENA","293022","1046754","secundaria","EBR","ATE","SIN REI","VIDAL ULLOA MARTA JUDITH","active"
"SAN BASILIO","294069","1046796","secundaria","EBR","ATE","SIN REI","GONZALO ADBIAS BELEN NAUPA","active"
"SAN BENITO DE PALERMO","293036","1046838","secundaria","EBR","ATE","SIN REI","CARMONA HURTADO JUANA ELIZABETH","active"
"SAN JUAN","293630","1046879","secundaria","EBR","ATE","SIN REI","GUZMAN NAVARRO ROSADIA DOMINGA","active"
"SAN LORENZO","293060","1046911","secundaria","EBR","ATE","SIN REI","FIGUEROA LEANDRO MANUEL ANTONIO","active"
"SAN LUIS REY DE FRANCIA","293079","1046952","secundaria","EBR","ATE","SIN REI","PAZ APOLINARIO ROSA MAURA","active"
"SANTIAGO APOSTOL","294074","1047034","secundaria","EBR","ATE","SIN REI","ROMERO SUYO CARLOS","active"
"6039 FERNANDO CARBAJAL SEGURA","292678","1056498","inicial_jardin","EBR","ATE","3","ARANDA BRONCANO ROUSSEAU CLAPAREDY","active"
"BURRHUS FREDERICK SKINNER","619940","1056563","primaria","EBR","LA MOLINA","SIN REI","TORRES FERNANDEZ ROXANA NELLY","active"
"ALPAMAYO","294795","1056720","secundaria","EBR","ATE","SIN REI","FORLIN STRUQUE RENZO LUIGI","active"
"BURRHUS FREDERICK SKINNER","619940","1057082","secundaria","EBR","LA MOLINA","SIN REI","TORRES FERNANDEZ ROXANA NELLY","active"
"JEAN PIAGET","857752","1057157","inicial_cuna_jardin","EBR","ATE","SIN REI","BELLIDO CHUCHON ORLANDO FRANCISCO","active"
"0097 PATRICIA ANTONIA LOPEZ","338681","1062660","inicial_jardin","EBR","SANTA ANITA","4","NELLY JUANA LOPEZ IPARRAGUIRRE","active"
"0101 SHUJI KITAMURA","338695","1062942","primaria","EBR","SANTA ANITA","4","SOR SILVA LEON DORIS","active"
"0124 GLORIOSA LEGION CACERES","338756","1063189","secundaria","EBR","SANTA ANITA","4","HUAMAN INFANTE OMAR","active"
"ANGELITOS DE MARIA","339280","1063627","inicial_jardin","EBR","SANTA ANITA","SIN REI","REYES JIMENEZ NORMA CELINDA","active"
"CESAR VALLEJO","339317","1063700","inicial_jardin","EBR","SANTA ANITA","SIN REI","MIRANDA PONCE RICARDO","active"
"GARABATOS","339421","1063940","inicial_jardin","EBR","SANTA ANITA","SIN REI","YAGA PAREDES MONICA LILIANA","active"
"JEAN PIAGET","339464","1064104","inicial_jardin","EBR","SANTA ANITA","SIN REI","DAVALOS FLORES LUZ MARINA","active"
"JOHN DALTON","339478","1064146","inicial_jardin","EBR","SANTA ANITA","SIN REI","ZAVALA QUINTO SILVIA MONICA","active"
"SAN AGUSTIN","339690","1064781","inicial_jardin","EBR","SANTA ANITA","SIN REI","PORRAS CLEMENTE DAVID FERNANDO","active"
"LUMBRERAS DE SANTA ANITA","339708","1064864","inicial_jardin","EBR","SANTA ANITA","SIN REI","ALTAMIRANO CARDENAS RAYMUNDO PABLO","active"
"SAN JUAN BAUTISTA","785086","1064906","inicial_jardin","EBR","LURIGANCHO","SIN REI","MOLINA PATIÑO LUIS ADALINO","active"
"1244 MICAELA BASTIDAS","292329","1064989","secundaria","EBR","ATE","6","PEÑA LEANDRO MAXIMO","active"
"CLORINDA MATTO DE TURNER","292744","1065028","inicial_jardin","EBR","ATE","SIN REI","RIPA CASAFRANCA RONAL","active"
"1213","292027","1065069","secundaria","EBR","ATE","11","FLORES HUAYLINOS ROMULO OMAR","active"
"SANTO TOMAS DE AQUINO","339789","1065077","inicial_jardin","EBR","SANTA ANITA","SIN REI","CHOQUE ASTIYAURI HILDA VALENTINA","active"
"SAN ANTONIO DE PADUA DE SANTA MARIA","314331","1065184","secundaria","EBR","LURIGANCHO","SIN REI","CAMPOS VALDIVIA SILVIA TRINIDAD","active"
"TECHNOVA","293692","1065424","primaria","EBR","ATE","SIN REI","VILCHEZ ROJAS ELSA LAYL","active"
"EL SEMBRADOR","294333","1065465","primaria","EBR","ATE","SIN REI","APOLINARIO SANTOS JUDITH GLENDA","active"
"MI UNIVERSO MAGICO","293965","1065507","primaria","EBR","ATE","SIN REI","PINO ECHEVARRIA MARIA VICTORIA","active"
"JOHN DALTON","339478","1065515","primaria","EBR","SANTA ANITA","SIN REI","ZAVALA QUINTO SILVIA MONICA","active"
"JIREH","339483","1065556","primaria","EBR","SANTA ANITA","SIN REI","MACHACA MAMANI JUAN CARLOS","active"
"ESCUELA ACTIVA","293890","1065580","primaria","EBR","ATE","SIN REI","CHAVEZ URTECHO BRUNO JANMANE","active"
"1278 MIXTO LA MOLINA","307528","1065622","primaria","EBR","LA MOLINA","2","AGUILAR LUDEÑA ELMER HECTOR","active"
"SANTA CATALINA","294093","1065663","primaria","EBR","ATE","SIN REI","SOLIS VIVAS ANIBAL ARTURO","active"
"SALESIAN COLLEGE","294050","1065747","primaria","EBR","ATE","SIN REI","OBREGON ALBINO ALEJANDRO GUSTAVO","active"
"SAN FRANCISCO DE ASIS DE SICUANI","813678","1065788","primaria","EBR","ATE","SIN REI","CERON ROJAS LYDIA","active"
"SAN FRANCISCO DE ASIS DE SICUANI","813678","1065820","inicial_jardin","EBR","ATE","SIN REI","CERON ROJAS LYDIA","active"
"MARIA DE LAS MERCEDES","293550","1065861","primaria","EBR","ATE","SIN REI","MEDINA MEDINA BERTHA CONSUELO","active"
"LUMBRERAS DE SANTA ANITA","339708","1065879","primaria","EBR","SANTA ANITA","SIN REI","ALTAMIRANO CARDENAS RAYMUNDO PABLO","active"
"1287 VICTOR ANDRES BELAUNDE","292697","1065903","primaria","EBR","ATE","8","TUDELANO REYES HILDA","active"
"1286 HEROES DEL CENEPA","307383","1065945","primaria","EBR","LA MOLINA","2","HONOR ANDIA JULIA KATERINE","active"
"JESUS GUIA","718346","1065986","primaria","EBR","ATE","SIN REI","YARASCA PALACIOS ALBERTO","active"
"1251 PERUANO SUIZO","291848","1066026","secundaria","EBR","ATE","10","FERNANDEZ DAVILA RAQUEL","active"
"SANTO TOMAS DE AQUINO","339789","1066034","primaria","EBR","SANTA ANITA","SIN REI","CHOQUE ASTIYAURI HILDA VALENTINA","active"
"INTERNACIONAL ELIM","292843","1066109","secundaria","EBR","ATE","SIN REI","MEZA VALENZUELA MIGUEL ANGEL","active"
"SAN ALFONSO","294187","1066182","primaria","EBR","ATE","SIN REI","CASTILLO GAMARRA ROSSEMERY DEL PILAR","active"
"ALFRED NOBEL","294154","1066224","primaria","EBR","ATE","SIN REI","COLQUICHAGUA ARELLANO ABEL","active"
"EL NAZARENO","292763","1066265","primaria","EBR","ATE","SIN REI","MEZA RAMOS MARLEM JACQUELINE","active"
"MI UNIVERSO MAGICO","293965","1066349","inicial_jardin","EBR","ATE","SIN REI","NOA BALDEON FLORIANO","active"
"CESAR VALLEJO","339317","1066356","secundaria","EBR","SANTA ANITA","SIN REI","MIRANDA PONCE RICARDO","active"
"AMIGUITO","300824","1066380","inicial_jardin","EBR","CIENEGUILLA","SIN REI","LEIVA MARTELL RAQUEL MAGDALENA","active"
"DON BOSCO","339341","1066430","secundaria","EBR","SANTA ANITA","SIN REI","ZAMORA OLAZABAL LUIS AMERICO","active"
"NUESTRA SEÑORA DEL ROSARIO","339652","1066513","secundaria","EBR","SANTA ANITA","SIN REI","CASTRO MEDINA VERONICA","active"
"SAN ISIDRO LABRADOR","294111","1066547","secundaria","EBR","ATE","SIN REI","PAUCAR GABRIEL WILDER HECTOR","active"
"ALFRED NOBEL","294154","1066588","secundaria","EBR","ATE","SIN REI","COLQUICHAGUA ARELLANO ABEL","active"
"SAN ALFONSO","294187","1066620","secundaria","EBR","ATE","SIN REI","CASTILLO GAMARRA ROSSEMERY DEL PILAR","active"
"CESAR VALLEJO","339317","1066638","primaria","EBR","SANTA ANITA","SIN REI","MIRANDA PONCE RICARDO","active"
"VIRGEN DE FATIMA MILAGROSA","339826","1066679","secundaria","EBR","SANTA ANITA","SIN REI","SOTO SANCHEZ JULIO","active"
"MARIA DE LAS MERCEDES","293550","1066703","inicial_jardin","EBR","ATE","SIN REI","MEDINA MEDINA BERTHA CONSUELO","active"
"SALESIAN COLLEGE","294050","1066745","inicial_jardin","EBR","ATE","SIN REI","OBREGON ALBINO ALEJANDRO GUSTAVO","active"
"ESCUELA ACTIVA","293890","1066786","inicial_jardin","EBR","ATE","SIN REI","CHAVEZ URTECHO BRUNO JANMANE","active"
"SAN ISIDRO LABRADOR","294111","1066828","inicial_jardin","EBR","ATE","SIN REI","PAUCAR GABRIEL WILDER HECTOR","active"
"SAN ALFONSO","294187","1066869","inicial_jardin","EBR","ATE","SIN REI","CASTILLO GAMARRA ROSSEMERY DEL PILAR","active"
"RAYITOS DEL SOL","293003","1067024","primaria","EBR","ATE","SIN REI","ROJAS VILCHEZ CARMEN ARTEMIA","active"
"RAYITOS DEL SOL","293003","1067065","inicial_jardin","EBR","ATE","SIN REI","ROJAS VILCHEZ CARMEN ARTEMIA","active"
"SAN ISIDRO LABRADOR","294111","1067149","primaria","EBR","ATE","SIN REI","PAUCAR GABRIEL WILDER HECTOR","active"
"JORGE CHAVEZ DARTNELL","294451","1067180","inicial_jardin","EBR","ATE","SIN REI","RODRIGUEZ NAPANGA SANTIAGO MAU","active"
"JORGE CHAVEZ DARTNELL","294451","1067222","primaria","EBR","ATE","SIN REI","RODRIGUEZ NAPANGA SANTIAGO","active"
"BRITTAIN COLLEGE","747532","1068790","primaria","EBR","CHACLACAYO","SIN REI","ARELLANO RIVERA JOSE ANTONIO","active"
"218 LAS SEMILLITAS","338803","1069913","inicial_jardin","EBR","SANTA ANITA","5","SANES VILLALOBOS MARTHA ROSA","active"
"1256 ALFONSO UGARTE","338884","1069954","secundaria","EBR","SANTA ANITA","5","REYES CAYETANO ALBERTO ISIDORO","active"
"RED SCHOOL","860896","1073543","inicial_jardin","EBR","SANTA ANITA","SIN REI","SAMANIEGO CASTRO MARTHA LUZ","active"
"GALENO DE PERGAMO","314703","1074269","secundaria","EBR","LURIGANCHO","SIN REI","ROJAS POMA ROSARIO ESTELA","active"
"COLEGIO NACIONAL MIXTO HUAYCAN","291711","1074301","secundaria","EBR","ATE","12","MAMANI LOAIZA NELLY GREGORIA","active"
"GALENO DE PERGAMO","314703","1074343","inicial_jardin","EBR","LURIGANCHO","SIN REI","ROJAS POMA ROSARIO ESTELA","active"
"GALENO DE PERGAMO","314703","1074384","primaria","EBR","LURIGANCHO","SIN REI","ROJAS POMA ROSARIO ESTELA","active"
"MUNDO MAGICO","294432","1074418","inicial_jardin","EBR","ATE","SIN REI","RIVERA RICAPA DANILO BALCACER","active"
"1252 SANTA ISABEL","291565","1074459","secundaria","EBR","ATE","9","ENCARNACION RODRIGUEZ JENNY DINA","active"
"1254 MARIA REICHE NEWMANN","291891","1074509","secundaria","EBR","ATE","6","ARTEAGA MATOS MANUEL JESUS","active"
"JUAN ENRIQUE NEWMAN","307972","1074574","secundaria","EBR","LA MOLINA","SIN REI","TAFUR REATEGUI DE ZEGARRA AMALIA","active"
"219 CESAR AUGUSTO MENDOZA FALCON","300720","1074582","inicial_jardin","EBR","CIENEGUILLA","1","NAJARRO QUISPE CARMEN","active"
"SANTA LUCIA","308269","1074657","inicial_jardin","EBR","LA MOLINA","SIN REI","CALDERON QUIROZ ZOILA VICTORIA","active"
"NUESTRA SEÑORA DE MONSERRAT","718308","1074665","tecnico_productiva","EBR","LURIGANCHO","SIN REI","SILVA DE MONTOYA VILMA RAQUEL","active"
"FOYER SANTA ROSA","314345","1074699","secundaria","EBR","LURIGANCHO","SIN REI","COLLAZOS VILLACORTA REYDELINDA","active"
"VIRGEN DE LA ASUNCION","293649","1074707","primaria","EBR","ATE","SIN REI","CARY PINTO GLADYS AMELIA","active"
"SANTA MARIA APOSTOL","294031","1074731","inicial_jardin","EBR","ATE","SIN REI","ROJAS BAUTISTA KATIUSCA FATIMA","active"
"SANTA MARIA APOSTOL","294031","1074772","primaria","EBR","ATE","SIN REI","ROJAS BAUTISTA KATIUSCA FATIMA","active"
"SAN AGUSTIN DE LA MOLINA","308274","1074780","primaria","EBR","LA MOLINA","SIN REI","LEDESMA BENITES LUZ CARMELA","active"
"SANTA MARIA APOSTOL","294031","1074814","secundaria","EBR","ATE","SIN REI","ROJAS BAUTISTA KATIUSCA FATIMA","active"
"JULIO RAMON RIBEYRO","294253","1074822","primaria","EBR","ATE","SIN REI","JIMENEZ ALEGRIA NORMA","active"
"JULIO RAMON RIBEYRO","294253","1074863","inicial_jardin","EBR","ATE","SIN REI","JIMENEZ ALEGRIA NORMA","active"
"LA MOLINA CHRISTIAN SCHOOLS","742148","1074905","inicial_jardin","EBR","LA MOLINA","SIN REI","MORETTI JIMENEZ NATALIA VICTORIA","active"
"EBEN EZER","298454","1074939","inicial_jardin","EBR","CHACLACAYO","SIN REI","BALBIN ONOFRE CARMEN LUISA","active"
"LA MOLINA CHRISTIAN SCHOOLS","742148","1074947","primaria","EBR","LA MOLINA","SIN REI","MORETTI JIMENEZ NATALIA VICTORIA","active"
"NUEVA JUVENTUD","293866","1074988","inicial_jardin","EBR","ATE","SIN REI","CONTRERAS CARRANZA LUIS ALFREDO","active"
"CORAZON DE GUADALUPE","294234","1075019","inicial_jardin","EBR","ATE","SIN REI","CHUCHON MENDOZA MARCELINA","active"
"SANTA CECILIA","308151","1075100","secundaria","EBR","LA MOLINA","SIN REI","REYES VIVAS ORLANDO PERCY FELIX","active"
"LA ROCA","314576","1075142","primaria","EBR","LURIGANCHO","SIN REI","BARRERA ARHUIS MAGALLY ELISA","active"
"SANTA MARIA DE LOS ANGELES","307585","1075225","primaria","EBR","LA MOLINA","SIN REI","MANSILLA SANTIAGO HILDA GRIMANEZA","active"
"VIRGEN DE GUADALUPE","293970","1075258","secundaria","EBR","ATE","SIN REI","CAMARENA GUILLERMO EDITHN SOFIA JOSE HEBER","active"
"SANTA MARIA DE LOS ANGELES","307585","1075266","inicial_jardin","EBR","LA MOLINA","SIN REI","MANSILLA SANTIAGO HILDA GRIMANEZA","active"
"ALBERT EINSTEIN","307825","1075290","primaria","EBR","LA MOLINA","SIN REI","PADILLA HIJAR CIRA LAURE","active"
"ELVIRA GARCIA Y GARCIA BERT","857342","1075308","inicial_jardin","EBR","LURIGANCHO","SIN REI","JIMENEZ MACAVILCA ISABEL CARMEN","active"
"REINA DEL CARMELO","293673","1075340","primaria","EBR","ATE","SIN REI","CUYA SOVERO MANUEL","active"
"SAN ISIDRO PATRON DE JICAMARCA","314661","1075381","inicial_jardin","EBR","LURIGANCHO","SIN REI","MORALES RISCO JESUS HUMBERTO","active"
"VIRGEN DE CHAPI","298393","1075415","primaria","EBR","CHACLACAYO","SIN REI","VALENZUELA VALCARCEL JAVIER MANUEL","active"
"SAN ISIDRO PATRON DE JICAMARCA","314661","1075423","primaria","EBR","LURIGANCHO","SIN REI","MORALES RISCO JESUS HUMBERTO","active"
"ANNA JARVIS","293791","1075464","inicial_jardin","EBR","ATE","SIN REI","DAVILA BALCAZAR BLANCA FLOR","active"
"SANTA FORTUNATA","293828","1075506","inicial_jardin","EBR","ATE","SIN REI","BLUA RUIZ MARTA VIVIANA","active"
"SANTA CATALINA","294093","1075548","inicial_jardin","EBR","ATE","SIN REI","SOLIS VIVAS ANIBAL ARTURO","active"
"JOSE ANDRES RAZURI","294465","1075571","primaria","EBR","ATE","SIN REI","HUARINGA TELLO MARTHA MARISOL","active"
"INMACULADO CORAZON DE MARIA","308226","1075621","inicial_jardin","EBR","LA MOLINA","SIN REI","ROMANI MONTEAGUDO DE GARCIA ROSA IMELDA","active"
"SANTA MARIA VIRGEN DE LA CARIDAD","292701","1075654","primaria","EBR","ATE","SIN REI","LESCANO PARDO HECTOR ALBERTO","active"
"MODERNO","293786","1075662","primaria","EBR","ATE","SIN REI","PORRAS PARIONA RIGOBERTO","active"
"SANTA MARIA VIRGEN DE LA CARIDAD","292701","1075696","inicial_jardin","EBR","ATE","SIN REI","LESCANO PARDO HECTOR ALBERTO","active"
"CLORINDA MATTO DE TURNER","292744","1075704","primaria","EBR","ATE","SIN REI","RIPA CASAFRANCA RONAL","active"
"1248 5 DE ABRIL","292046","1075779","secundaria","EBR","ATE","12","FUENTES RIVERA QUINTEROS VLADIMIR ARTURO","active"
"MANUEL GONZALEZ PRADA","292126","1075811","primaria","EBA","ATE","SIN REI","RAMOS VASQUEZ VICTORIA INOCENTA","active"
"BELEN","293376","1075829","secundaria","EBR","ATE","SIN REI","CASTILLO ALBA ROSA MARIA","active"
"220 DIVINO NIÑO JESUS DE HUAMPANI","313666","1075852","inicial_jardin","EBR","LURIGANCHO","16","AGÜERO RICRA ELSIRA RAQUEL","active"
"207 DIVINO NIÑO JESUS","292602","1075894","inicial_jardin","EBR","ATE","13","MILLAN ZARATE ROCIO JANET","active"
"SAGRADO CORAZON DE LA MOLINA","307689","1075902","secundaria","EBR","LA MOLINA","SIN REI","GAMBINI MONTES FELIX ANTONIO","active"
"1136 JOHN F. KENNEDY","292070","1075944","secundaria","EBR","ATE","3","RUIZ SANCHEZ JUAN CARLOS","active"
"HUMANITAS","720472","1075985","primaria","EBR","LA MOLINA","SIN REI","DODERO CAYETANO SABINA ROSA","active"
"SANTA MARIA DEL CAMINO","293734","1076025","primaria","EBR","ATE","SIN REI","LOAYZA FERNANDEZ LOURDES ANA","active"
"ALTAIR","307694","1076058","inicial_jardin","EBR","LA MOLINA","SIN REI","GREGORY DEBRA ANN","active"
"SAN LORENZO","293060","1076066","inicial_jardin","EBR","ATE","SIN REI","FIGUEROA LEANDRO MANUEL ANTONIO","active"
"ALTAIR","307694","1076090","primaria","EBR","LA MOLINA","SIN REI","GREGORY DEBRA ANN","active"
"WALDORF DE CIENEGUILLA","300843","1076108","inicial_jardin","EBR","CIENEGUILLA","SIN REI","CARDENAS SALAZAR MARCELINO","active"
"ALFONSO UGARTE - HUAYCAN","719044","1076223","primaria","EBR","ATE","SIN REI","ARCE VILA TOMAS PAULINO","active"
"CUSSI TALASA","298468","1076256","inicial_jardin","EBR","CHACLACAYO","SIN REI","CARLOS RODRIGUEZ ESTHER","active"
"CHRISTIAN GENESIS","293277","1076298","inicial_jardin","EBR","ATE","SIN REI","SANCHEZ PEREZ ALBERTO ARTURO","active"
"SANTA TERESITA","293437","1076306","inicial_jardin","EBR","ATE","SIN REI","MONTOYA CANALES CRISTINA MELISSA","active"
"CHRISTIAN GENESIS","293277","1076330","primaria","EBR","ATE","SIN REI","SANCHEZ PEREZ ALBERTO ARTURO","active"
"AMIGUITO","300824","1076348","primaria","EBR","CIENEGUILLA","SIN REI","LEIVA MARTELL RAQUEL MAGDALENA","active"
"HOLY TRINITY COLLEGE","314449","1076371","inicial_jardin","EBR","LURIGANCHO","SIN REI","ASPAJO TAMANI SEGUNDO","active"
"AMERICA","293381","1076389","inicial_jardin","EBR","ATE","SIN REI","MANDUJANO SALCEDO EMERSON LOWELL","active"
"ELLEN PARKURST","307873","1076413","inicial_jardin","EBR","LA MOLINA","SIN REI","BRAVO CAMARENA VDA. DE LAZARO ISABEL MILAGRITOS","active"
"ATENEO","293300","1076421","inicial_jardin","EBR","ATE","SIN REI","CHIVILCHES OSORIO EDILBERTO ROGELIO","active"
"LA CASITA DE LOS NIÑOS","298289","1076454","inicial_jardin","EBR","CHACLACAYO","SIN REI","BURBANK ROCA STELLA PATRICIA","active"
"AVENTURAS","308212","1076496","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","LEON LEON MARIA JOSE","active"
"BURRHUS FREDERICK SKINNER","619940","1080100","inicial_jardin","EBR","LA MOLINA","SIN REI","TORRES FERNANDEZ ROXANA NELLY","active"
"MIS PRIMERAS TRAVESURAS","293116","1187426","inicial_jardin","EBR","ATE","SIN REI","ÑATO PINO DE LESCANO MARIA ADA","active"
"SAN BOSCO DE LA MOLINA","307934","1187509","inicial_jardin","EBR","LA MOLINA","SIN REI","VALENCIA LOPEZ DE SILVA TERESA ELCIRA","active"
"AMERICA","293381","1187582","primaria","EBR","ATE","SIN REI","MANDUJANO SALCEDO EMERSON LOWELL","active"
"ATENEO","293300","1187624","primaria","EBR","ATE","SIN REI","CHIVILCHES OSORIO EDILBERTO ROGELIO","active"
"PARADISE INTERNATIONAL COLLEGE","307873","1187665","primaria","EBR","LA MOLINA","SIN REI","MIRANDA CHAVEZ MAURO HAMILTON","active"
"SANTA LUCIA","308269","1187749","primaria","EBR","LA MOLINA","SIN REI","CALDERON QUIROZ ZOILA VICTORIA","active"
"INCA GARCILASO DE LA VEGA","294149","1187780","tecnico_productiva","EBR","ATE","SIN REI","MARGARITA TERRY CANO","active"
"NUESTRA SEÑORA DE LA MERCED","292975","1187822","inicial_jardin","EBR","ATE","SIN REI","MIDZUARAY FUKUY ARTURO FRANCISCO","active"
"BRUNING","308293","1188069","primaria","EBR","LA MOLINA","SIN REI","MONTENEGRO QUIJANO ALICIA CRISTINA","active"
"BRUNING","308293","1188101","secundaria","EBR","LA MOLINA","SIN REI","MONTENEGRO QUIJANO ALICIA CRISTINA","active"
